Review,POSITIVE 
,POSITIVE
"Classy, BP, classy.""",POSITIVE
Loved the app... but today itâ€™s broke... on login it now requires me to accept new t&c and privacy statements.. when I check the boxes  and hit accept.. it refreshes the screen and goes back to the same page again ig Irving my acceptance ... constant circle !  Cannot use BP petrol until fixed ...please advise ASAP,NEGATIVE
Easy to set up and use at the pump. I donâ€™t always want to go in the shop so itâ€™s great for keeping your distance in these difficult times.,POSITIVE
"The new BP reward scheme is effective, clear and valuable. So much better than many other reward schemes",POSITIVE
"Wonâ€™t open, wonâ€™t refresh, wonâ€™t update, wonâ€™t except my password...",NEGATIVE
"Tried to use this app 3 times, never worked and each time had to contact my bank to get them to unfreeze my card.",NEGATIVE
"Used this app for ages to pay for fuel, then last couple of months itâ€™s unusable. Despite never logging out, would get to the station forecourt and get asked to log in - wouldnâ€™t let me, just got a blank screen. This happened multiple times. Then tried to log in at home before attempting again and after an update I ticked the permission boxes multiple times and could not go any further forward! Itâ€™s so frustrating as it used to work perfectly fine. Please sort it out!",NEGATIVE
"Easy to navigate round and easy to work, only thing is that it could be compatible for apple wallet so the rewards card is there already rather than always having to go into the app every time to get it up.",POSITIVE
Please link the rewards card to Apple Wallet. The days of carrying a card are over. Digging into the app is nowhere near as convenient.,POSITIVE
"""When this works, itâ€™s great......but at least 50% of the time, it leaves you sitting in the car while you look at the â€˜please wait, weâ€™re unlocking your pumpâ€™ message. Followed by the, â€˜sorry this is taking longer than usualâ€™. ",NEGATIVE
,POSITIVE
"So you then close the app and try again, but are faced with the same problem. Now, youâ€™ve wasted what feels like 5 minutes waiting for the pump to be unlocked in a busy petrol station. ",NEGATIVE
,POSITIVE
"In current covid times, the ability to pay from the app is more important than ever. Coupled with having 2 young kids and not wanting to take them out of the car on a miserable winter evening to go in and pay, this app is infuriating when it doesnâ€™t work. ",NEGATIVE
,POSITIVE
"Iâ€™ve driven off without fuelling up on multiple occasions now feeling frustrated at the poor user experience this app delivers.""",NEGATIVE
"Every time I try to add my card details the app crashes, so even if I wanted to use the app at a station I canâ€™t.",NEGATIVE
Makes it so much easier to fill the car up with no need to queue to pay. Great facility and especially if have children in the car ....,POSITIVE
Failed to unlock pump,NEGATIVE
Staff are great & helpful,POSITIVE
"Excellent, non contact quality refuelling except for gloved hand really good idea during Covid times.",POSITIVE
"""I have 2 cards registered and both were declined yesterday and again today - WHY? Iâ€™m not impressed with the app at all!",NEGATIVE
,POSITIVE
"Martin Croly""",POSITIVE
Installed app logged in then changed password logged out then would let me login again saying something like cookies had to be enabled strange thing for a app to say so not impressed,NEGATIVE
Love this app. Makes it so easy to pay for fuel and means i donâ€™t have to go into the shop. itâ€™s easy to use but of course is dependant on mobile phone signal but thus far that hasnâ€™t been an issue.,POSITIVE
"Love the app, especially now that it works on all the BPâ€™s around me! I can easily pay through the app so I donâ€™t have to go inside the shop, wait in line or nothing! Just brilliant!",POSITIVE
Iâ€™ve been trying to set up the app for sometime. The app keeps telling me to set a password on email - but this keeps looping - itâ€™s infuriating! Not a great experience at all,NEGATIVE
Amazing,POSITIVE
"Fantastic, I love ðŸ’•ðŸ’•BP points bonus system.... ... saving money ðŸ’µ...",POSITIVE
Much better than the Esso App that keeps logging me out every time Iâ€™m sat at the filling station I have to mess around with reset password. Now I just use BP only..,POSITIVE
The reward system for BP is very good and used the points against my Christmas shop in M&S and it saved us a fortune. Very pleased.,POSITIVE
Most things you need in BP garages,POSITIVE
"You couldnâ€™t rely on the app to pay for fuel, half the time it fails to work.",NEGATIVE
Easy to use.,POSITIVE
Could do with having the option of being paying via Apple Pay.,NEGATIVE
"Fairly standard fuel app, works fine and easy to set up, except unlike the Shell app, this one doesnâ€™t give the Apple Pay option.",POSITIVE
"""This is the Best and easiest way to pay and collect your Bp me points ",POSITIVE
"Which you can use to pay for food,",POSITIVE
"This is Not Just Food, this is ",POSITIVE
"â€œM&S yummy food, snack for you and families ",POSITIVE
Wow ðŸ˜²,POSITIVE
"Bp me App , M&S Food ",POSITIVE
"Awesome ðŸ˜Ž""",POSITIVE
"""When it works itâ€™s ok. The support team at BP are non existent. I have messaged numerous times, called left messages - nothing.",NEGATIVE
,POSITIVE
"App will not take credit card, canâ€™t change email address via the app.",NEGATIVE
,POSITIVE
"Reasonable app let down by BP.""",NEGATIVE
"I try to register , But itâ€™s saying that I canâ€™t use an old password , fix this error please",NEGATIVE
"""This collecting system by BP is so simple , you can see the â€œreal money â€œ you have available, easy collecting and spending ",POSITIVE
Thank you ,POSITIVE
"David""",POSITIVE
Easy to sign up and start collecting points. A very versatile and easy to use app.,POSITIVE
"Always seems to have technical issues didnâ€™t have my card on me already filled with fuel and the app just would not work not the first time which caused a big scene for the sake of a stupid app not working, would give 0 stars if I could. Very temperamental is there a point in this app",NEGATIVE
Itâ€™s quick to accumulate points for Amazon vouchers.,POSITIVE
"When it works its fine, but it isn't the most reliable app, and the BPMe website is worse. Received an email today offering bonus points. I click the link in the email and am taken to the BP website. Login, check email for authorisation code (Safari browser never 'remembers' the setting checkbox not to ask again) enter code, website tries to process but am taken back to login screen without having logged in. Tried again, same result. Tried the BPMe app, constantly fails to process and hangs the app. Sorry, just too much hassle.",NEGATIVE
"You get an email telling of your offers so you try to log in, you a an annoying verification code entry section which you enter once an email has been sent to you with it, it then asks to log in again and itâ€™s just Groundhog Day from then on.... Tried to log on the app on my phone and that doesnâ€™t work either!",NEGATIVE
"""I attempted to use the app at the weekend but couldnâ€™t because pumps 7 and 8 for my petrol station were not available on app. ",NEGATIVE
"Emailed you and replied back asking for bank details never got that far couldnâ€™t use app to fuel up. Once again bog standard reply not suitable for my question or fault on the app.""",NEGATIVE
"""Why do l keep getting warnings that your emails are dangerous? ",NEGATIVE
,POSITIVE
Malcolm Wrapson ,POSITIVE
,POSITIVE
"07984 911959""",NEGATIVE
Always found BP stations well stocked and very friendly staff and the app just makes it easier to pay for your fuel and giving a bit back to the paying customer is a brilliant gesture.. keep up the good work BP.,POSITIVE
"Saving money on fuel bike is more important today due to loss of work, income caused by COVID 19 so this is a great hell to reduce fuel bills",POSITIVE
"""At busy times, a million times quicker as most of the BPâ€™s I use are MandS stores, so thereâ€™s always someone in front of me in the queue to pay doing a weekly shop. Cuts out all that nonsense... ",POSITIVE
,POSITIVE
"Loyalty points are terrible... I could save that much by going somewhere cheaper..but then Iâ€™d have to queue !""",NEGATIVE
"Staff are so helpful polite friendly professional nothing to much trouble staff fill your shopping bags for you,food is stocked up 7 days a week what more can I say 10/10 well done BP.",POSITIVE
"Always a â€˜pump activation errorâ€™ wherever I go. Used to be just 1 station but itâ€™s spreading. Emailed them but no response after over the 3 days they specify. Pointless, at a time itâ€™s needed most.",NEGATIVE
Excellent service. Doing well,POSITIVE
"The error messages when the entered password does not meet your requirements, is not helpful - everything is reported as â€˜you can not re-use this passwordâ€™ - it was a new registration. Once Iâ€™d guessed what was wrong, and the password was finally accepted, I was bumped around the app & had to relaunch it to start again & login. Hopefully these issues are relatively easy to fix. Also I think the app would be more useful if it had ApplePay integration.",NEGATIVE
Great service,POSITIVE
Nice to collect the point. Easy and worth.,POSITIVE
I try few times to add a payment method but every time app crashes...,NEGATIVE
What a lovely service u get from the members of staff,POSITIVE
"""Update Feb 2021 still flagged as fraudulent by my bank. The developers need to improve security and discuss with banks for this to be useful. ",NEGATIVE
,POSITIVE
"Payments using the app are always blocked by my bank (Halifax/Lloyds/Bank of Scotland) due to the high fraud risk associated with it. They say there is so much fraud with it that they assume all payments are fraudulent and refuse to authorise them. Avoid.""",NEGATIVE
Must be one of the worst apps out there. It serves as a real disincentive to use BP at all. It has always been clunky needing frequent re-entry of login details. Doesnâ€™t necessarily load when you need it and now doesnâ€™t load at all - AVOID!,NEGATIVE
Itâ€™s a good way to turn the miles I drive into little extra money,POSITIVE
Unable to scroll on the grocery section to the lower sections of selection. Expected a mor professional app.,NEGATIVE
"Very quick, no delay at the forecourt",POSITIVE
"This app is appalling. Do not get it unless you want to be â€˜rewardedâ€™ by standing next to a fuel pump, nozzle in hand, waiting for the app to â€˜unlockâ€™ the pump. After a minute or so an angry station employee starts yelling incoherent words at you over a forecourt tannoy (ok two things about this - a tannoy amplifies your voice, so shouting is counter productive, and if you want anyone to hear anything over the noise of the A1 northbound on a Friday afternoon, youâ€™re going to need something a bit stronger). Then, after a sigh, you actually have to pay in store for your fuel, youâ€™re greeted by an impatient â€˜tutâ€™ from another cheery employee because you had the audacity to ask them to scan your app so you can receive points. Then, despite the contactless machine saying â€˜approvedâ€™ when you paid for your fuel, you are then summoned back into the store by a third bag of delights who informs you that actually, approved means something different in BP Land and you then have to pay again using chip & pin (NOT Covid safe). This is just one of several such instances. Does nothing it claims. Donâ€™t bother.",NEGATIVE
Iâ€™m not really happy with that.Much less emissions and clean fuel but...Iâ€™m forced to drive on petrol!!,NEGATIVE
All friends,POSITIVE
"Excellent rewards for your everyday shopping, along with flexible ways and options to it them, which I love.",POSITIVE
The app claims to have Apple wallet support but there is no way to add the card to the wallet?,NEGATIVE
"So my local BP refuses to allow app payments but theyâ€™re listed on the app so I pulled up at the pump, opened the app & went to start pumping only for the attendant to scream at me over the tannoy (no idea what she said) I went in and was told it has never worked despite being â€˜availableâ€™ at this site for over 2 years now. Iâ€™ll save the hassle and go to another petrol station that has pay at pump.",NEGATIVE
Great for us hgv drivers,POSITIVE
Now just wonâ€™t open at all.,NEGATIVE
Updated app as directed and it now wonâ€™t open.. Just keeps sending me to App Store then back to App.. Was good now rubbish,NEGATIVE
OMG what a frustrating app! Went to get fuel. App told me there was an update available. Clicked update which took me to the App Store on iTunes! Clicked open and it launched the app telling me there is an update available. Now Iâ€™m stuck in the Matrix. Rubbish experience. Had to drive away.,NEGATIVE
Mostly time app not working,NEGATIVE
Just to let you know that the app isnâ€™t working. I just get a white screen and it then crashes . Just updated it as well.,NEGATIVE
App displays a message for me to update it via the App Store but it already shows as updated. Iâ€™m going round in circles. Good app prior to this,NEGATIVE
"Had this some time, last two weeks wonâ€™t open, comes up with upgrade available, click on it takes you to the App Store.  No choice only to open, takes you straight back to the app weâ€™re it repeats....upgrade available....",NEGATIVE
"""Liked this app for easy payment and points. ",POSITIVE
"But for a long time now, pay at pump hasnâ€™t been working. Please fix this. Didnâ€™t know any other way to contact the developers""",NEGATIVE
"(iPhone 6) Updated app which was already slow to open and now app doesnâ€™t open at all, so I canâ€™t access my rewards, whilst not being able to add further rewards.",NEGATIVE
"Latest - says you need to update.  Directs to App Store.  Click on it - tells you to update, directs to App Store.  Repeat ad nauseum.",NEGATIVE
"For the 5th time Iâ€™ve had to delete and re install this app, never opens when needed got Â£8.50 on app canâ€™t open to spend or but points on after fuelling gone to shell now fed up with the app.",NEGATIVE
"""The app was ok for a few weeks and when I tried to use it again for a click and collect I was told to login. The app then didnâ€™t recognise my login details. I tried again a few minutes later and was informed of â€œscheduled downtimeâ€�",NEGATIVE
,POSITIVE
"This continued for the rest of the day. After another failed attempt to login. I reset my password and tried to set it to a password but was told I couldnâ€™t use a previous password. Why wouldnâ€™t it log me in previously then????""",NEGATIVE
Do we get a prize if we work out how to add the card to Apple Wallet?,NEGATIVE
This app not working on my iPhone and several attempts to re-load it have failed.Have been using it for many months but now not only does it not work it seems to have deleted the points I have earned. Totally dissatisfied.,NEGATIVE
Following the latest update this app no longer works on my phone!!!,NEGATIVE
"""App not working for days ",NEGATIVE
"Upgraded now just white screen""",POSITIVE
"Iâ€™ve been using your BPMe app for ages and itâ€™s been excellent providing you rush to the pump before it times out. Today I spent twenty minutes trying to download and use the updated app as instructed. It white-screened and wouldnâ€™t work at all. Thankfully I had my card on me, I donâ€™t often as Iâ€™ve not used it for months. Please investigate.",NEGATIVE
App has frozen. Hard reset does nothing. Delete and reinstall does nothing. Donâ€™t waste your time downloading this piece of rubbish.,NEGATIVE
I have updated to latest version and now I cannot get the app to open!!,NEGATIVE
"""Ever since Iâ€™ve updated the app, I can not open it anymore! Itâ€™s just a blank page!! ",NEGATIVE
"Really frustrating!""",NEGATIVE
Iâ€™ve updated to the new app and it keeps crashing.,NEGATIVE
Downloaded the latest version and it just hangs on the splash screen!,NEGATIVE
I love a reward card and something easy to sign up to buy who thought having a fixed calendar you have to tap or swipe through from today backwards was a good idea. It took 732 swipes for me to find my birthday. Thatâ€™s an age to do and to be fair I almost gave up as I had to seriously think was it worth it. Letâ€™s hope itâ€™s easier to use in practice than set it up.,NEGATIVE
"App worked flawlessly for 2 months,  now all it says is â€œWe are experiencing technical difficulties, please try laterâ€� when trying to buy fuel, I tried and tried and tried later,,,then later again, and even later.  Still not working.  Uninstalled and reinstalled, still not working. So Iâ€™ve given up trying. Bye bye BP, hello Esso.",NEGATIVE
Hi I canâ€™t  got on  it. Any help me today,NEGATIVE
"""First time using this App, I was very apprehensive but it was flawless! Absolutely brilliant. The funny thing was the staff in store asked if Iâ€™d used an App or something as theyâ€™d never seen it used before lol. I only popped in to make sure that the payment had gone through OK.",POSITIVE
"I will update if things change in the future! Go for it, give it a go!""",POSITIVE
I wrote a review Iâ€™d this a long time ago. Here I am again. Opinion has not changed. What a poor app that constantly needs deleting and reinstalling and the verification code that never arrives in my inbox. Wow,NEGATIVE
"""A very poor show BP ",NEGATIVE
Nothing but a white screen for the last few weeks ,NEGATIVE
"BPME ??????? BP no one ðŸ‘ŽðŸ�»""",NEGATIVE
This app used to work flawlessly before lockdown. Since I reinstalled it after it unloaded itself it has stopped working and just shows a white screen for one second before crashing. Please fix this!,NEGATIVE
Hi there - just updated the app and Iâ€™m running iOS 12.5.2 and now it wonâ€™t open..,NEGATIVE
My new BP App does not work on my iPhone. I am unable to use the app and therefore the service. I can not download older version. Simply awful experience by updating the app.,NEGATIVE
"""So for the last two days I have been unable to use the app as it say upgrade available and wonâ€™t load the app.",NEGATIVE
Going to update  the app from the App Store there is no upgrade available.,NEGATIVE
Click on open and it takes you back to the page saying upgrade available.,NEGATIVE
A useless circle,NEGATIVE
To make matters worse I was actually at the pump wanting fuel when it said upgrade available - and there isnâ€™t - but even if there was one available what are we supposed to do - let a queue develop behind us while we download an update before filling up?,NEGATIVE
"A promising app thatâ€™s good when it works but totally infuriating with these simple to correct faults""",NEGATIVE
As per the title above. It was was working until the last update.,NEGATIVE
"Iâ€™ve been using this app on regular basis for a while and really like it! Itâ€™s very handy. But suddenly it stopped working week ago, only white screen for few seconds and then closes down. Uninstalled and installed back on the app few times, reset the phone but didnâ€™t change anything. Can you please help? Thank you, Jo",NEGATIVE
"""Screen blank when I try and open the app.",NEGATIVE
"Really disappointed as it was great when it worked""",NEGATIVE
"Downloaded. A pain creaung an accoun. App constantly fails. I have ios 14.4.2 and the latest app vesion. Cannot add pyment method. The app instanly crashes. Good idea, useless due to multiple bugs. Iâ€™ve tried it weeks apart as well, no updates and so works the same. Not",NEGATIVE
Since most recent update it no longer opens so complete waste of time. Wish support would reply to say whatâ€™s being done to get it back up and working again,NEGATIVE
Excellent,POSITIVE
"I buy fuel and other stuff from my local BP station, thought Iâ€™d give this a go to collect points. Having fought my way through registration (twice), finally linked app to card Iâ€™d got in garage - I thought. Registered card number is correct in app, but transactions donâ€™t appear on my account even though the shop scanner says theyâ€™ve gone through (and good luck finding the list of transactions within the app). Useless, I give up. Just fix it.",NEGATIVE
Just updated and itâ€™s not launching now!,NEGATIVE
"It would be nice if it was possible to add our BP card to our Apple wallet for quicker access. Otherwise a great, convenient appðŸ‘�ðŸ�½",POSITIVE
"Scrolling in the Grocieries category is broken therefore the whole app is unusable, fix it and I change the review.",NEGATIVE
"""I have been the the same BP station since I installed the app and it has never worked speak to the assistant and they just shrug and say we donâ€™t know. ",NEGATIVE
,POSITIVE
Send a number on email and still not working what a waist on time. ,NEGATIVE
,POSITIVE
"Donâ€™t bother with app it is totally useless and no one ever gets back to to resolve.""",NEGATIVE
"Really easy and inviting app, encourages me to use BP garages. Good range of produce also",POSITIVE
Love paying by phone - ticks so many boxes for me! Only go to BP now as a result!,POSITIVE
"""Version 4.29.1 seems to have fixed the problem. ",POSITIVE
"Previously the App had stopped working after prior update despite deleting and reinstalling from scratch.  Got either a blank screen or a notice saying that site is undergoing planned maintenance ... which appeared to be forever since the update!  BPMe rewards site appeared OK via web browser but App was then useless.""",NEGATIVE
"""Refused to load since Sunday. Tried deleting and downloading again but still the same",NEGATIVE
,POSITIVE
"Eventually after numerous attempts over a couple of weeks it loaded and is working again.""",POSITIVE
"""Not using until ApplePay supported.",NEGATIVE
,POSITIVE
"[Update] Received a developer response to say they hope this was now resolved for me.  How?  Since Version History makes no mention of implementing ApplePay integration, this seems impossible!""",NEGATIVE
Totally useless. Canâ€™t connect half the time today I had to pay twice cause the app wouldnâ€™t work.  Wouldnt waste your time .... I hate BP cause they take the pee with fuel cost anyway.,NEGATIVE
Good for getting points on fuel wish it would use Face ID though like other apps and more offers regularly instead of what seems to be a long period between getting extra points,POSITIVE
"The concept is sound - but the reality is that the app never works! It either canâ€™t be launched (poor reception at the petrol station it is advertised at), â€œcanâ€™t find the stationâ€� (despite me being IN the petrol station), it has an error halfway through fuelling (leaving me unsure of payment status), or fails to log me in (despite log in credentials being correct, and working fine at home!!). Several times now I have pulled in at a BP and then had to drive away again in frustration because the app wonâ€™t work and I donâ€™t have another form of payment on me. Sort it out BP!",NEGATIVE
I like the app have used it since it was first relaeased but I really think you should take a look into adding the reward card to the Apple wallet as this would save so much time,POSITIVE
Third time Iâ€™ve tried to actually get this registered and use it - I give up,NEGATIVE
"App works well, no issues. Collect points, pay at pump, see points, offers, easy and nice looking app.",POSITIVE
Car performance is much better with BP Ultimate.,POSITIVE
Card can be difficult to use in some service stations,NEGATIVE
"Unable to add payment card, app kept crashing even after reinstall.",NEGATIVE
5 stars ðŸ‘�ðŸ�»,POSITIVE
"""It took four attempts a couple of emails and the system not recognising my password when I gave up.  ",NEGATIVE
"Hopeless!""",NEGATIVE
Coffee Syrups could do with being cheaper,NEGATIVE
"""I have used this app and still does however in the past 5month. It has been painful to pay for fuel as it always fails to authenticate payment of fuel. I have been stranded in areas at time without fuel because for some reason the app fails to authenticate fuel payment. ",NEGATIVE
,POSITIVE
I have tried the following yet without any success;,NEGATIVE
1. Deleted and installed the app again,NEGATIVE
2. Logged out and logged in again,NEGATIVE
 3. Deleted payment card and added card again,NEGATIVE
4. I have spoken to my bank and no issues with authorisation/failed authorisation,POSITIVE
5. I have contacted BPme team - my experience is that no one seems to know how to resolve this issues. ,NEGATIVE
,POSITIVE
I have been forced now to use another fuel vendor. ,NEGATIVE
,POSITIVE
Would be good to get this app working ok again.,NEGATIVE
,POSITIVE
"Thanks""",POSITIVE
"""Tried to register card on 2 occasions. Both times were unsuccessful. Called help line. ",NEGATIVE
Lady was rude laughed at me would not listen and kept reading from an input script. ,NEGATIVE
She was very patronising. ,NEGATIVE
"My tolerance was dwindling so I explained I would call again and hopefully someone else without be patronising would answer next time, or polite words to that effect. ",NEGATIVE
"The written and app instructions do not appear to allow users to register.""",NEGATIVE
"""Just downloaded the app, tried to scan card (eventually after a minute it scanned), then it wouldnâ€™t allow me to register the card resulting in two texts from my bank about possible fraudulent account activity. So went old school and manually entered the information. Three times. Same result. Complete waste of time.",NEGATIVE
"Ohâ€¦and when I go into chat to see if it can be resolved, itâ€™s no surprise to see it wasnâ€™t, so I was directed to leave a query. And theyâ€™ll come back to me within a week. ",NEGATIVE
"Brilliant!  Whatâ€™s the point??""",NEGATIVE
"""The last 3 visits I have been unable to us it. ",NEGATIVE
"Keep getting a message saying â€œtechnical issues, try again or pay at kioskâ€�",NEGATIVE
"Very annoying""",NEGATIVE
Always great service and the store is always clean & tidy,POSITIVE
With Covid Iâ€™ve persisted with this. It works less than 1 in 10 stations and operators donâ€™t want it too. Less margin one told me.,NEGATIVE
"""The last 2 times Iâ€™ve tried to pay using this app, I got a message saying the app is experiencing â€œscheduled downtimeâ€�.  There appears to be no info anywhere on how long this downtime will last or anyway to get prior notifications of when said downtime is set to be scheduled for.",NEGATIVE
"I know have to make sure I have my purse and a mask with me when I go out incase I need to fill up, which defeats the object of having the app in the first place.",NEGATIVE
"What a pointless waste of phone storage space""",NEGATIVE
"Good app, never had any problems with it & I pay every day using this. Would be nice to be able to add the loyalty card to the Apple wallet app.",POSITIVE
Donâ€™t know if itâ€™s an AmEx thing s but itâ€™s done it two cards,NEGATIVE
This is really just a marketing and data collection device for BP. Why should I need to be constantly nagged about enabling precise location when I donâ€™t want to. Why should offers have to be activated ???,NEGATIVE
"App was working great , saved me going inside, which in turn saved having to put a mask on and worry about touching things, but for some reason has stopped working, now all itâ€™s doing is wasting my time as it says pump ready but doesnâ€™t start, you then have to wait while the app cancel s itself and the attendant starts the pump absolute blag",NEGATIVE
Money for doing what I need anyway,POSITIVE
Saves carrying a card taking up loads of room in your wallet,POSITIVE
I really love my BP fuel service! My local fuel service is just down the road and I can fill up my car quickly & efficiently. I also like building up points for when I pop into the shop and use them to buy a few treats or put towards the cost of my fuel. Everything is digitally recorded and sent to my phone so I can keep track of my fuel costs. Thank you BP!,POSITIVE
Brilliant - avoids queuing behind weekly shoppers at the garage!,POSITIVE
"""To start with I quite like this app",POSITIVE
"But for the last few weeks Iâ€™ve been unable to use it freezes doesnâ€™t get me to the login screen or then refuses to log me in, and then has the audacity to tell me Iâ€™ve got a wait 16 minutes before I can try again.",NEGATIVE
,POSITIVE
There are also endless problems with the rewards quite often Iâ€™d fill up and it wouldnâ€™t be able to use my rewards points towards the cost of fuel.,NEGATIVE
,POSITIVE
"Iâ€™m sure BP can afford good programmers, it could be a useful app but for now itâ€™s back to the credit card""",NEGATIVE
"This is the worst and most frustrating app Iâ€™ve used. I pull up to a pump and read that I can pay from my car but It doesnâ€™t use Apple Pay so when I initiate a transaction, it gets blocked by Lloyds so I have to pay in store. Lloyds blame BP and canâ€™t do anything about it, and BP blame Lloyds and canâ€™t do anything about it. Terrible.",NEGATIVE
"""Too many glitches in this app. Iâ€™ve had failed transactions and been charged twice for one transaction. The support behind the app is non existent with no interest in solving transaction problems.",NEGATIVE
"Three weeks and still waiting for a refund!! Not good enough!""",NEGATIVE
"Rubbish. Told me to up date app, but just keeps reopening it.",NEGATIVE
Doesn't open since the update (again).,NEGATIVE
Lazy developers.,NEGATIVE
"""As the title says this is quite possibly the worst of all the fuel apps.",NEGATIVE
It doesnâ€™t allow me to link my card to the app for rewards and I just give up wasting my precious time with this nonsense app.,NEGATIVE
,POSITIVE
"The Shell app is far superior and much easier to use so Iâ€™ll just head there to refuel until this app becomes more user friendly.""",NEGATIVE
Used this app twice & both times no points added. Not a great start!!,NEGATIVE
Great app and easy way to earn points,POSITIVE
Love this app saves me so much time,POSITIVE
"""I have the reward card, but can I get it to link to the rewards app. Nope. Just says sorry thereâ€™s a problem, try next time you are logged in. ",NEGATIVE
,POSITIVE
"Tried signing in and out. Shutting down my phone and starting up again. Deleting the app and reloading. After a week of this, Iâ€™m fed up. ",NEGATIVE
,POSITIVE
"I wanted to try â€˜Pay at the pumpâ€™ and â€˜click and collectâ€™ which arenâ€™t offered on the browser on my phone, but if the Â£s spent arenâ€™t going onto my reward card, then what is the point?",NEGATIVE
,POSITIVE
"Very disappointing app that is a waste of time.""",NEGATIVE
Good app in theory. Has been good but recently keeps crashing and logging me out needing me to log in all details. Hoping update will sort out.,NEGATIVE
"""I tried to use the BP app for the first time and it failed to process the payment. I had to contact the BP app staff who took months to process the payment manually. In my experience, this app is a big waste of time.",NEGATIVE
,POSITIVE
"I have since downloaded the Shell app and used it without any issues and will continue to do so. This is BPâ€™s loss, not mine.""",POSITIVE
"""Very annoying if you use a password manager for your credit card details, you canâ€™t paste the number into the app. ",NEGATIVE
"The scan works well enough though and it is a one-off, but still silly""",POSITIVE
Cool app,POSITIVE
The App is easy to use by unfortunately non of the BP petrol stations staff can scan the barcode and asking us to apply a new fiscal card. If BP can re train the staff or upgrade system will be great.,NEGATIVE
Amazing app love it,POSITIVE
"""Enable my rewards does not work just keeps searching never works ",NEGATIVE
"Needs looking at by it dept""",NEGATIVE
The app itself works fine but what irritates me the most is lack of Apple wallet integration when it says down in the details of the app theres Apple wallet support. How hard can it be to support this? Itâ€™s extra steps when I already put for fuel using Apple wallet already so I need to then launch the app after launching wallet. Cmon fix this,NEGATIVE
"I highly recommend BP me , it is such a great help when youâ€™ve got youngsters in the car and thereâ€™s no need to haul them out to go in and pay for fuel, so convenient.",POSITIVE
Love this App. Do user friendly and fill and pay at the pump is brilliant.,POSITIVE
"This is such waste of time. Out of 4 times that I tried to pay at pump, only once it worked. During Covid time I thought it will be helpful not to get into the store. BP developer team is useless.",NEGATIVE
Would be nice if you could pay and get a number for the car wash and hovers at sites so donâ€™t need to go in to the shop. Still waiting for this to be added,NEGATIVE
Make sure youâ€™ve got another means of payment with you. Itâ€™s too unreliable to really depend on it. When it works itâ€™s great but I end up paying by card in store 50% of the time.,NEGATIVE
App is good but fails to work at times.,POSITIVE
Brilliant until the last update. Now canâ€™t get on it ðŸ¥º,NEGATIVE
Is a decent app but it doesnâ€™t let me put a space for my first name which is odd. Gave me sign up points when I created an account which is sweet. Hello testing testing 1 2 3,POSITIVE
Sweet,POSITIVE
"""Hopeless, Iâ€™ve ised it a few times but each time my bank blocks the transactions as fraudulent and even sent me a new debit card as they see the app, or the payment processor they use, ask risky.",NEGATIVE
"Other fuelling apps such as Esso and Shell allow apple pay or paypal. So until this is added I wont be using this further.""",NEGATIVE
This is a good app but it has one major flaw which is why it only gets three stars. There needs to be a 'how to use' diagram for first time users. Otherwise you can fill up too early and then the system doesnâ€™t work and you have to pay physically.,NEGATIVE
"""Charged twice. Donâ€™t find out till you get your credit card statement. No receipt? No refund, tough luck. Avoid.",NEGATIVE
,POSITIVE
Update:,POSITIVE
I received a developer message asking me to email them details. I had already done this before writing the review and received the following message: ,NEGATIVE
"In order for us to carry out a full investigation, I would kindly ask you to forward the following details to my attention: ",NEGATIVE
,POSITIVE
E-mail that was used to register in App ,NEGATIVE
"Device's make & model, OS version number ",NEGATIVE
"Is app on its latest version? If not, please kindly update it and retry the upload(s). ",NEGATIVE
Timestamp of the issue ,NEGATIVE
Error messages / screenshot ,NEGATIVE
Which screen/tab did you face the issue. ,NEGATIVE
Bank that published the credit/debit card(s) ,NEGATIVE
"Type: Debit/Credit, VISA/Mastercard? ",NEGATIVE
Site name or site ID,NEGATIVE
Would you have all this info 30 days later when you credit card statement arrives?,NEGATIVE
"I am not invested in your app. development, I just want my money back.""",NEGATIVE
Used to work great now it keep saying error restart and have been unusable since latest update.,NEGATIVE
Very good,POSITIVE
Very good people who works there,POSITIVE
If I can see prices of fuel in ASDA app plus on my Audi map I can see all fuel prices why canâ€™t I see fuel prices on this app? Can you please add that option? So I donâ€™t have to drive around for better fuel price.,POSITIVE
"Tried to update payment card (only expiry date and cvv changed) but kept failing. Eventually deleted old card, waited a few days and added new card and it worked. It seems that the app will not accept two cards with the same number, even if one has expired!",NEGATIVE
"""Imagine designing an app which replaces your plastic loyalty card but, whereas your plastic card works all the time, the app wonâ€™t display the card if thereâ€™s so signal. Wouldnâ€™t work at all today in the store because there was poor signal, so no points for me  ",NEGATIVE
,POSITIVE
"Not only that, you canâ€™t add the loyalty card to the Apple wallet, unlike all my supermarket loyalty cards. ",NEGATIVE
,POSITIVE
"Shockingly badly designed.""",NEGATIVE
"""This is the best app ever introduced by any fuel station. You instantly see the monetary value of your reward points itâ€™s amazing, isn't? Of course itâ€™s. ",POSITIVE
"C. Chinny Iheanacho""",POSITIVE
"""Thanks for this great app keep up the good work :) ",POSITIVE
"What I would add is I wish we can rate the the petrol station on the cleanliness and friendliness :)""",POSITIVE
